card_id,num_transactions,total_spend,active_days,txns_per_active_day,weekend_txn_ratio,weekend_spend_ratio,business_hours_ratio,evening_txn_ratio,night_txn_ratio,time_regularity_cv,avg_txn_amount,median_txn_amount,txn_amount_variability,large_txn_ratio,large_txn_total_amount,small_txn_ratio,unique_merchants,txns_per_merchant,top_merchant_concentration,unique_categories,category_diversity,top_category_concentration,pos_preference,billpayment_preference,p2pout_preference,ecom_preference,atmwithdrawal_preference,p2pin_preference,salary_preference,contactless_preference,qr_code_preference,chip_preference,ecom_preference,swipe_preference,uses_digital_wallet,wallet_type_diversity,uses_foreign_currency,currency_diversity,foreign_txn_ratio,countries_visited,unique_cities,card_remaining_months,days_since_last_txn,days_since_first_txn,observation_days,avg_daily_spend,daily_txn_consistency,max_txn_amount,min_txn_amount,txn_amount_range,avg_monthly_txns,cluster,umap_1,umap_2
10010,3895,26554979.25,74,52.63513513513514,0.4246469833119384,0.4692252380502237,0.4978177150192555,0.27008985879332476,0.08164313222079589,1.557456271490513,6817.709691912709,1768.38,5.138923344445215,0.01386392811296534,8188390.550000001,0.17766367137355585,442,8.092760180995475,0.08023483365949119,36,0.010064299692479732,0.12216941571149008,0.851604621309371,0.0472400513478819,0.022593068035943516,0.01951219512195122,0.03953786906290115,0.018741976893453145,0.0007702182284980744,0.26642232872850297,0.5661122074992951,0.11277135607555681,0.021426557654355794,0.033267550042289255,1,4,0,1,0.0,1,6,42.833333333333336,510,583,73,363766.83904109587,0.4076781407710395,1891799.61,100.0,1891699.61,973.75,1,14.706998,-12.826772
10011,2942,47107079.92,57,51.6140350877193,0.38579197824609107,0.447679329005626,0.49966009517335147,0.28280081577158395,0.07239972807613868,1.6763170559645746,16011.923834126444,4012.075,6.934810267496101,0.03602991162474507,22746961.490000002,0.07036029911624746,406,6.642857142857143,0.17834631071560994,36,0.013348164627363738,0.1939191694475343,0.8456832087015635,0.05166553365057784,0.018354860639021073,0.01937457511896669,0.04282800815771584,0.02141400407885792,0.0006798096532970768,0.27330587794833394,0.5630849868962935,0.11381505054286783,0.02134032197678772,0.02845376263571696,1,4,0,1,0.0,1,6,28.6,236,292,56,841197.8557142857,0.4471432353043119,4171517.83,100.0,4171417.83,980.6666666666666,1,14.381355,-12.726524
10012,3449,108904959.05,181,19.055248618784532,0.4035952449985503,0.4181511109984666,0.4957958828645984,0.271672948680777,0.07074514351986083,1.4496910657295374,31575.80720498695,9574.85,2.9400507204776236,0.0916207596404755,65954954.84,0.015366772977674688,398,6.957286432160804,0.15673528349584687,36,0.013001083423618635,0.31599855543517513,0.3487967526819368,0.2496375761090171,0.04581037982023775,0.204407074514352,0.10002899391127863,0.04986952739924616,0.0014496955639315744,0.25654682645361737,0.25920994229915667,0.15046604527296936,0.3129161118508655,0.020861074123391034,1,4,1,2,0.00028993911278631486,2,6,27.6,144,325,180,605027.5502777777,0.4706468187641599,2604466.83,100.63,2604366.2,574.8333333333334,3,11.375482,2.4719603
10013,7250,147751268.67,611,11.865793780687397,0.3849655172413793,0.3710165798470095,0.504551724137931,0.2733793103448276,0.07103448275862069,1.3985752023430136,20379.4853337931,6193.55,3.019040788806708,0.05627586206896552,66991906.83,0.10648275862068965,484,11.975206611570249,0.1456176673567978,36,0.006211180124223602,0.14475500345065562,0.5910344827586207,0.05517241379310345,0.04703448275862069,0.15324137931034482,0.1033103448275862,0.04744827586206896,0.002758620689655172,0.2242473555736371,0.45565500406834825,0.11586655817737998,0.1807973962571196,0.023433685923515052,1,4,1,2,0.00027586206896551725,2,6,6.3,144,757,612,241423.64161764702,0.5066787454363733,2877202.81,100.0,2877102.81,604.1666666666666,3,10.255355,2.7889628
10014,4605,130268994.28,167,27.5748502994012,0.3941368078175896,0.3730082220912653,0.4948968512486428,0.28338762214983715,0.0777415852334419,1.5044098158542698,28288.59810640608,7984.05,2.929730598602578,0.08816503800217156,77537153.73,0.01520086862106406,444,7.3108108108108105,0.1796056685150955,36,0.011090573012939002,0.1780653111521873,0.35483170466883823,0.04581976112920738,0.09337676438653637,0.3042345276872964,0.10054288816503801,0.1001085776330076,0.0010857763300760044,0.19153802172670098,0.2712978845054317,0.12035448827901658,0.40051457975986277,0.016295025728987993,1,4,1,2,0.0006514657980456026,2,6,51.96666666666667,144,311,166,784752.9775903615,0.415860686776131,2221190.52,142.2,2221048.32,767.5,9,11.237684,-2.1327837
10015,355,2346906.96,33,10.757575757575758,0.428169014084507,0.3961713974379283,0.5211267605633803,0.2676056338028169,0.061971830985915494,1.5078616158641467,6611.005521126761,1694.35,2.0574849866689147,0.014084507042253521,397067.20999999996,0.2056338028169014,64,2.8125,0.10555555555555556,25,0.1388888888888889,0.12777777777777777,0.37746478873239436,0.030985915492957747,0.22253521126760564,0.09859154929577464,0.04788732394366197,0.21971830985915494,0.0028169014084507044,0.1935483870967742,0.5053763440860215,0.10215053763440861,0.1881720430107527,0.010752688172043012,1,4,0,1,0.0,1,6,29.633333333333333,144,177,32,73340.8425,0.4807982229214782,103901.53,100.0,103801.53,177.5,5,10.073238,6.586435
10016,8284,160775163.41,250,33.136,0.3922018348623853,0.39712178657334074,0.5003621438918396,0.27535007242877835,0.07267020762916465,1.5409002193531613,19407.914462819892,8426.205,2.315032206863919,0.0481651376146789,56618970.260000005,0.011467889908256881,496,14.891129032258064,0.09450311399945843,36,0.00487408610885459,0.20457622529109126,0.7905601158860454,0.0,0.0,0.10103814582327378,0.10743602124577499,0.0,0.0009657170449058426,0.33313194780086997,0.3732479458675689,0.15671822136297728,0.10113581440309329,0.035766070565490575,1,4,0,1,0.0,1,6,22.5,144,394,249,645683.387188755,0.4230867832711162,2058398.48,100.75,2058297.73,920.4444444444445,7,10.525178,-7.998732
10017,101,3010628.63,66,1.5303030303030303,0.33663366336633666,0.33411599158279437,0.5544554455445545,0.18811881188118812,0.0891089108910891,1.1211605382800498,29808.204257425743,10149.43,1.9286494728028425,0.0891089108910891,1652904.9,0.009900990099009901,31,2.2580645161290325,0.14285714285714285,16,0.22857142857142856,0.4,0.2871287128712871,0.26732673267326734,0.0297029702970297,0.13861386138613863,0.22772277227722773,0.009900990099009901,0.039603960396039604,0.2878787878787879,0.25757575757575757,0.22727272727272727,0.21212121212121213,0.015151515151515152,1,4,0,1,0.0,1,6,31.666666666666668,145,280,135,22300.952814814813,0.5403186362652389,380236.09,536.17,379699.92000000004,20.2,10,8.157625,12.2393875
10018,323,9607558.1,48,6.729166666666667,0.32507739938080493,0.3736732448175359,0.43653250773993807,0.30340557275541796,0.0804953560371517,1.2669425531274237,29744.761919504643,21521.27,1.2331268136436215,0.08359133126934984,3182925.2600000002,0.006191950464396285,57,3.0350877192982457,0.14450867052023122,25,0.14450867052023122,0.15606936416184972,0.15479876160990713,0.0,0.05572755417956656,0.38080495356037153,0.34365325077399383,0.06191950464396285,0.0030959752321981426,0.25,0.11971830985915492,0.18661971830985916,0.43309859154929575,0.01056338028169014,1,4,1,2,0.0030959752321981426,2,6,48.9,144,191,47,204416.12978723404,0.6601488448007856,339149.74,128.05,339021.69,161.5,2,12.529301,14.339317
10019,4843,137659030.94,158,30.651898734177216,0.3970679330993186,0.41834741256533214,0.5029940119760479,0.27957877348750776,0.06793309931860417,1.5359412933601087,28424.330154862688,7795.65,4.186414157622433,0.08032211439190584,85399748.24000001,0.013834400165186868,434,7.292626728110599,0.1500789889415482,36,0.011374407582938388,0.25118483412322273,0.10365475944662399,0.046252322940326246,0.1525913689861656,0.503613462729713,0.045426388602106134,0.14722279578773487,0.0012389015073301672,0.06833280607402721,0.11104080987029422,0.04555520404935147,0.7715912685858906,0.0034799114204365706,1,4,1,5,0.0014453850918851952,5,6,27.6,266,423,156,882429.6855128205,0.4048402717431493,4045161.0,157.5,4045003.5,691.8571428571429,4,15.2401495,-1.714248
10020,714,11309024.67,18,39.666666666666664,0.5,0.3619233921080482,0.5294117647058824,0.27170868347338933,0.06442577030812324,1.6764834687968424,15838.97012605042,4757.445,6.122446381318347,0.012605042016806723,4619849.850000001,0.015406162464985995,152,4.217105263157895,0.1482059282371295,33,0.0514820592823713,0.2917316692667707,0.7941176470588235,0.0,0.0,0.10364145658263306,0.10224089635854341,0.0,0.0,0.32212885154061627,0.3949579831932773,0.1568627450980392,0.10364145658263306,0.022408963585434174,1,4,0,1,0.0,1,6,50.93333333333333,144,162,17,665236.7452941176,0.5121469878775423,2355192.2,256.67,2354935.5300000003,714.0,7,10.246472,-7.2056146
10021,1726,50747878.43,121,14.264462809917354,0.37891077636152953,0.3838715653280168,0.49130938586326767,0.27578215527230593,0.07531865585168018,1.4842076961334092,29402.01531286211,28000.0,0.7561851711451885,0.03765932792584009,6332728.619999999,0.008111239860950173,88,3.840909090909091,0.10946745562130178,19,0.05621301775147929,0.6124260355029586,0.09443800695249131,0.10139049826187717,0.0,0.0,0.8018539976825029,0.0,0.002317497103128621,0.4841628959276018,0.04460245636716225,0.46347769877181644,0.0,0.007756948933419522,1,4,0,1,0.0,1,6,38.766666666666666,144,266,121,419403.95396694215,0.5536144491623255,290006.32,224.1,289782.22000000003,431.5,6,10.836404,20.310762
10022,6016,32748860.96,647,9.298299845440495,0.390625,0.3809653161750759,0.504654255319149,0.2611369680851064,0.07330452127659574,1.3515750065996126,5443.6271542553195,1679.9850000000001,2.358331275262597,0.004155585106382979,2674148.73,0.21459441489361702,432,7.581018518518518,0.08183206106870229,36,0.01099236641221374,0.16244274809160306,0.38896276595744683,0.05285904255319149,0.19148936170212766,0.10255984042553191,0.049035904255319146,0.21160239361702127,0.003490691489361702,0.18942189421894218,0.491389913899139,0.11039360393603936,0.18972939729397295,0.019065190651906518,1,4,1,2,0.00016622340425531914,2,6,9.3,144,793,648,50538.36567901235,0.5560890186672884,498069.3,100.0,497969.3,501.3333333333333,3,11.117936,4.032489
10023,4719,112763445.06,172,27.436046511627907,0.3886416613689341,0.3867139778923672,0.5020131383767747,0.2682771773680865,0.07798262343716889,1.5108564117657277,23895.623026064844,10097.12,2.127250257666967,0.07226107226107226,49523815.160000004,0.011019283746556474,432,7.636574074074074,0.1070021218551076,36,0.010912397696271597,0.1888451045771446,0.3587624496715406,0.0474676838313202,0.09747827929646112,0.29285865649502013,0.10680228862047043,0.09557109557109557,0.0010595465140919686,0.20005588153115395,0.2707460184409053,0.1251746297848561,0.3861413802738195,0.017882089969265158,1,4,1,3,0.0006357279084551812,3,6,26.566666666666666,144,316,171,659435.3512280702,0.4000914862557116,1739605.34,100.0,1739505.34,786.5,9,11.234226,-2.4223683
10024,29855,487875197.47,680,43.904411764705884,0.38462569083905546,0.3842016195371892,0.5000502428403952,0.27044046223413165,0.07566571763523698,1.6165393661440726,16341.490452855469,3356.81,5.476081523576498,0.04411321386702395,270505691.4,0.0702059956456205,500,54.896,0.11880647041678812,36,0.0013115709705625181,0.13316088603905568,0.8491709931334784,0.05014235471445319,0.018891307988611623,0.020063640931167307,0.04042873890470608,0.020566069335119744,0.000736894992463574,0.2659989689962442,0.5702187200824803,0.11300537594815524,0.022056116061565652,0.028720818911554605,1,4,0,1,0.0,1,6,25.533333333333335,144,824,679,718520.1730044183,0.4067793448242795,9685301.15,100.0,9685201.15,2487.9166666666665,1,13.915089,-11.116399
10025,692,20547849.08,35,19.771428571428572,0.3901734104046243,0.38099660696943377,0.48988439306358383,0.2832369942196532,0.07947976878612717,1.435579204148316,29693.423526011557,9762.66,2.1570402642619717,0.10404624277456648,12161337.14,0.044797687861271675,149,3.697986577181208,0.08892921960072596,30,0.0544464609800363,0.3248638838475499,0.3352601156069364,0.25578034682080925,0.046242774566473986,0.20520231213872833,0.09248554913294797,0.06213872832369942,0.002890173410404624,0.2465753424657534,0.2762557077625571,0.136986301369863,0.3242009132420091,0.01598173515981735,1,4,0,1,0.0,1,6,22.5,205,239,34,604348.5023529411,0.46680405906984784,584353.91,148.46,584205.4500000001,230.66666666666666,0,7.444931,6.339355
10026,1314,6272726.96,125,10.512,0.3736681887366819,0.3848356823744166,0.5,0.2633181126331811,0.07838660578386605,1.2637273623914507,4773.764809741248,1607.63,1.8967760831831502,0.00228310502283105,220037.66,0.20015220700152206,187,3.748663101604278,0.19400855920114124,35,0.04992867332382311,0.19400855920114124,0.3911719939117199,0.05098934550989345,0.2237442922374429,0.091324200913242,0.05403348554033485,0.1856925418569254,0.0030441400304414,0.2028368794326241,0.5035460992907801,0.09645390070921986,0.1702127659574468,0.02695035460992908,1,4,1,2,0.00228310502283105,2,6,20.533333333333335,144,269,124,50586.507741935486,0.5030315865658863,79000.0,100.0,78900.0,262.8,3,11.150444,3.9452837
10027,100,2350361.15,63,1.5873015873015872,0.29,0.23709276338234228,0.46,0.26,0.08,1.06684254501961,23503.6115,7121.0,2.010909626665475,0.06,1184281.51,0.03,30,2.2,0.13636363636363635,15,0.22727272727272727,0.36363636363636365,0.28,0.24,0.04,0.14,0.22,0.03,0.05,0.25,0.28125,0.25,0.21875,0.0,1,4,0,1,0.0,1,5,40.8,205,341,135,17410.082592592593,0.6159728733030062,216417.0,335.37,216081.63,16.666666666666668,10,8.081384,11.993241
10028,8173,246766809.1,368,22.20923913043478,0.38994249357641014,0.41505700719457084,0.4940658265018965,0.276153187324116,0.08161017986051633,1.4129005367503604,30192.929046861616,13153.4,2.9240636731217395,0.08271136669521595,123482422.47,0.004527101431542885,477,10.9958071278826,0.10810295519542422,36,0.006863679694947569,0.46005719733079126,0.2976875076471308,0.29328276030833234,0.1535543863942249,0.05077694848892696,0.10497981157469717,0.09825033647375504,0.0014682491129328276,0.3318942255801403,0.3189422558014031,0.2077711818672423,0.11198057204533189,0.029411764705882353,1,4,1,2,0.0003670622782332069,2,6,24.533333333333335,144,512,367,672389.125613079,0.44333240451450184,3906260.1,100.0,3906160.1,681.0833333333334,3,10.344158,1.6377859
10029,4312,185237097.33,188,22.93617021276596,0.38984230055658625,0.33515068064039183,0.4939703153988868,0.28061224489795916,0.075139146567718,1.4459499703799434,42958.51051252319,12739.814999999999,5.290603510462169,0.10018552875695733,124568681.91999999,0.03455473098330241,406,6.935960591133005,0.09303977272727272,35,0.012428977272727272,0.47017045454545453,0.2952226345083488,0.3040352504638219,0.14819109461966604,0.05380333951762523,0.09972170686456401,0.09763450834879406,0.0013914656771799629,0.32919896640826873,0.31989664082687336,0.2,0.11989664082687339,0.031007751937984496,1,4,0,1,0.0,1,6,37.733333333333334,144,332,187,990572.7129946525,0.4009807872935211,9200140.58,100.0,9200040.58,616.0,0,7.4985046,4.4949365
10030,5054,24657995.63,544,9.290441176470589,0.3702018203403245,0.3729381762405641,0.49762564305500595,0.26434507320933914,0.08587257617728532,1.3368937022180494,4878.906931143649,1589.715,2.2709159367621123,0.003957261574990107,2038547.57,0.1861891571032845,405,6.827160493827161,0.15009041591320071,36,0.013019891500904159,0.13924050632911392,0.39790265136525527,0.04907004352987732,0.20439256034823902,0.1001187178472497,0.046497823506133754,0.19865453106450337,0.0033636723387415906,0.18968023255813954,0.5116279069767442,0.09702034883720931,0.18386627906976744,0.017805232558139535,1,4,0,1,0.0,1,6,19.5,144,692,547,45078.602614259595,0.5589405066819979,330893.11,100.0,330793.11,421.1666666666667,5,11.103454,5.5706253
10031,5791,220393234.91,663,8.734539969834087,0.38974270419616647,0.36272402577440804,0.49093420825418754,0.28112588499395613,0.07321706095665688,1.2932604998609358,38057.88895009497,11354.23,3.0623862524540892,0.11621481609393887,145972263.26999998,0.0044897254360214125,489,11.257668711656441,0.24032697547683923,35,0.006357856494096276,0.8483197093551317,0.09860127784493179,0.8046969435330685,0.0,0.047314798825764115,0.04576066309791055,0.0,0.003626316698324987,0.2153153153153153,0.35765765765765767,0.17117117117117117,0.24684684684684685,0.009009009009009009,1,4,0,1,0.0,1,6,38.766666666666666,144,809,664,331917.5224548193,0.543032886909159,2801418.66,205.55,2801213.1100000003,482.5833333333333,11,-0.6245867,4.4728637
10032,7681,51208578.51,149,51.5503355704698,0.3965629475328733,0.4173724628155081,0.501887775029293,0.27144903007420906,0.07577138393438354,1.5737838779294064,6666.915572191121,1786.52,2.765593767609913,0.01145684155708892,11584767.16,0.19502668923317276,495,14.286868686868686,0.12330316742081449,36,0.005090497737556561,0.238829185520362,0.8518422080458273,0.04621794037234735,0.020309855487566725,0.02265330035151673,0.03801588334852233,0.02044004686889728,0.0005207655253222236,0.26679982879155373,0.5744043372806392,0.10900271080039949,0.024825224711085746,0.02496789841632187,1,4,0,1,0.0,1,6,16.433333333333334,144,293,148,346003.90885135136,0.41354130496017827,488494.42,100.0,488394.42,1536.2,1,14.729621,-12.893344
10033,79,1228275.02,12,6.583333333333333,0.5063291139240507,0.6714365647524118,0.5443037974683544,0.27848101265822783,0.012658227848101266,1.4326599478113917,15547.78506329114,3714.87,3.4007322750508733,0.0379746835443038,609908.89,0.0759493670886076,31,2.2903225806451615,0.1267605633802817,16,0.22535211267605634,0.14084507042253522,0.05063291139240506,0.06329113924050633,0.0,0.7848101265822784,0.10126582278481013,0.0,0.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.8378378378378378,0.0,1,4,0,1,0.0,1,5,44.9,144,155,11,111661.36545454546,0.6682864281756417,460411.04,164.18,460246.86,79.0,8,-2.3172092,9.552779
10034,2320,104473354.59,282,8.22695035460993,0.36853448275862066,0.3706378852479805,0.5116379310344827,0.2711206896551724,0.07155172413793104,1.312688880673189,45031.61835775862,16257.165,4.096756650114092,0.11896551724137931,69063280.18,0.008189655172413794,314,5.156050955414012,0.08400247066090179,36,0.022235948116121063,0.15503397158739962,0.3400862068965517,0.05129310344827586,0.052155172413793104,0.3064655172413793,0.1956896551724138,0.05043103448275862,0.003879310344827586,0.2533265097236438,0.18935516888433981,0.17349027635619244,0.3638689866939611,0.019959058341862845,1,4,1,3,0.003017241379310345,3,6,14.4,144,426,281,371791.2974733096,0.56575260864848,6741854.15,196.45,6741657.7,232.0,2,11.465374,14.27112
10035,594,21952200.4,64,9.28125,0.39057239057239057,0.3946427142674955,0.48484848484848486,0.2895622895622896,0.06565656565656566,1.342784755731428,36956.56632996633,27000.0,1.6665419454635233,0.08417508417508418,8374236.64,0.003367003367003367,59,2.711864406779661,0.09375,29,0.18125,0.25,0.13636363636363635,0.05218855218855219,0.05723905723905724,0.08080808080808081,0.5892255892255892,0.08080808080808081,0.003367003367003367,0.40083507306889354,0.1022964509394572,0.3945720250521921,0.10020876826722339,0.0020876826722338203,1,4,1,6,0.016835016835016835,6,5,47.86666666666667,144,208,63,348447.6253968254,0.5390517927649975,822464.61,395.91,822068.7,198.0,2,12.699512,14.439879
10036,14836,100108799.1,308,48.16883116883117,0.38703154489080616,0.39202751718954537,0.5005392289026692,0.27440010784578056,0.07454839579401457,1.5846793005855968,6747.694735777837,2627.545,2.749494500701997,0.008358047991372337,17758284.349999998,0.14909679158802913,500,27.224,0.09212459594475463,36,0.002644725242433147,0.18564501910079342,0.8453761121596117,0.050754920463736856,0.020423294688595307,0.02136694526826638,0.0412510110541925,0.020153680237260718,0.0006740361283364788,0.2635290624304061,0.5683319723851236,0.11394848192413333,0.023532031771954568,0.030658451488382452,1,4,0,1,0.0,1,6,10.333333333333334,144,452,307,326087.293485342,0.3826274175047274,616911.07,100.0,616811.07,1348.7272727272727,1,14.842614,-12.187944
10037,15495,398350272.61,501,30.92814371257485,0.39812842852533076,0.4007377066772782,0.49383672152307195,0.27473378509196517,0.0755727654081962,1.5308835558168825,25708.31059115844,7871.04,3.5142212558132004,0.06834462729912875,221943294.56,0.009938689899967731,500,27.824,0.1453421506612996,36,0.002587694077055779,0.15339275445658423,0.7983220393675379,0.0,0.0,0.0995159728944821,0.10112939657954179,0.0,0.001032591158438206,0.32469797790554944,0.3833580980683507,0.1555010013566768,0.09961883842625492,0.036824084243168166,1,4,0,1,0.0,1,6,2.2333333333333334,144,645,500,796700.54522,0.4285201457210505,4693844.17,100.0,4693744.17,1291.25,7,10.664702,-9.006134
